[0.16901351 0.15492849 0.15942132 0.16901351 0.00679414]
[0.1549303  0.15492849 0.15942132 0.16901351 0.01133931]
[0.1549303  0.15492849 0.15942132 0.16901351 0.01293513]
[0.16901351 0.15492849 0.15942132 0.16901351 0.00725659]
[0.1549303  0.15492849 0.15942132 0.16901351 0.06602658]
[0.16901351 0.19718249 0.17391276 0.19718207 0.08960019]
[0.19718207 0.18309711 0.17391276 0.18309886 0.01913073]
[0.16901351 0.16901387 0.17391276 0.18309886 0.0148443 ]
[0.16901351 0.16901387 0.15942132 0.18309886 0.00473241]
[0.18309886 0.16901387 0.15942132 0.16901351 0.00736451]
[0.1549303  0.15492849 0.15942132 0.16901351 0.00740005]
[0.16901351 0.15492849 0.15942132 0.16901351 0.00868684]
[0.16901351 0.15492849 0.15942132 0.1549303  0.00494998]
[0.16901351 0.15492849 0.15942132 0.16901351 0.00982758]
[0.16901351 0.15492849 0.15942132 0.1549303  0.02737506]
[0.1549303  0.15492849 0.15942132 0.1549303  0.02906189]
[0.1549303  0.15492849 0.15942132 0.16901351 0.01466487]
[0.16901351 0.21126788 0.15942132 0.22535278 0.17353571]
[0.21126742 0.21126788 0.2173915  0.21126742 0.03288587]
[0.22535278 0.21126788 0.20289785 0.19718207 0.06548395]
[0.19718207 0.19718249 0.20289785 0.21126742 0.01999495]
[0.19718207 0.19718249 0.18840641 0.19718207 0.01285451]
[0.19718207 0.19718249 0.18840641 0.21126742 0.02557077]
[0.21126742 0.21126788 0.20289785 0.21126742 0.04899832]
[0.22535278 0.21126788 0.2173915  0.22535278 0.00609115]
[0.22535278 0.21126788 0.2173915  0.22535278 0.01038191]
[0.22535278 0.21126788 0.2173915  0.22535278 0.01055224]
[0.22535278 0.21126788 0.2173915  0.22535278 0.01064022]
[0.22535278 0.21126788 0.2173915  0.22535278 0.0163335 ]
[0.22535278 0.2394365  0.2173915  0.25352134 0.16357725]
[0.2816899  0.2816905  0.27536168 0.2816899  0.08817644]
[0.2816899  0.2816905  0.26087024 0.26760454 0.03817044]
[0.26760454 0.25351973 0.26087024 0.26760454 0.0101236 ]
[0.26760454 0.25351973 0.26087024 0.26760454 0.0150246 ]
[0.25352134 0.25351973 0.24637659 0.23943598 0.02518503]
[0.26760454 0.25351973 0.24637659 0.25352134 0.01350333]
[0.23943598 0.2394365  0.24637659 0.23943598 0.01628235]
[0.25352134 0.2394365  0.23188515 0.22535278 0.02173249]
[0.23943598 0.2394365  0.23188515 0.25352134 0.05625231]
[0.26760454 0.25351973 0.26087024 0.26760454 0.01619611]
[0.25352134 0.25351973 0.26087024 0.26760454 0.01170164]
[0.25352134 0.25351973 0.24637659 0.23943598 0.01808014]
[0.23943598 0.2394365  0.24637659 0.23943598 0.02800913]
[0.23943598 0.2394365  0.24637659 0.23943598 0.0552442 ]
[0.23943598 0.2394365  0.24637659 0.25352134 0.05988689]
[0.23943598 0.2394365  0.24637659 0.23943598 0.04810247]
[0.23943598 0.2394365  0.24637659 0.23943598 0.03586729]
[0.23943598 0.22535111 0.23188515 0.22535278 0.03127055]
[0.23943598 0.22535111 0.23188515 0.23943598 0.03045834]
[0.22535278 0.2394365  0.23188515 0.25352134 0.14052806]
[0.26760454 0.25351973 0.26087024 0.26760454 0.02489118]
[0.26760454 0.25351973 0.26087024 0.26760454 0.01404943]
[0.23943598 0.25351973 0.24637659 0.26760454 0.06423876]
[0.26760454 0.25351973 0.26087024 0.25352134 0.06074807]
[0.25352134 0.25351973 0.26087024 0.25352134 0.03319705]
[0.25352134 0.2394365  0.24637659 0.25352134 0.01706683]
[0.25352134 0.25351973 0.24637659 0.25352134 0.05594416]
[0.25352134 0.25351973 0.26087024 0.26760454 0.03401403]
[0.26760454 0.25351973 0.26087024 0.25352134 0.08128738]
[0.25352134 0.25351973 0.26087024 0.26760454 0.07070914]
[0.26760454 0.25351973 0.24637659 0.23943598 0.03325557]
[0.25352134 0.2394365  0.24637659 0.25352134 0.05446666]
[0.25352134 0.2394365  0.24637659 0.25352134 0.06661428]
[0.23943598 0.2394365  0.24637659 0.23943598 0.11375588]
[0.23943598 0.2394365  0.24637659 0.25352134 0.03371801]
[0.23943598 0.22535111 0.23188515 0.23943598 0.05347979]
[0.22535278 0.22535111 0.2173915  0.21126742 0.07093148]
[0.22535278 0.22535111 0.2173915  0.21126742 0.05665972]
[0.21126742 0.22535111 0.2173915  0.23943598 0.07978779]
[0.23943598 0.22535111 0.2173915  0.21126742 0.033474  ]
[0.23943598 0.22535111 0.20289785 0.19718207 0.04601386]
[0.22535278 0.22535111 0.2173915  0.22535278 0.05892645]
[0.22535278 0.22535111 0.2173915  0.22535278 0.02760433]
[0.32394381 0.39436499 0.31884042 0.39436629 0.        ]
[0.36619773 0.478873   0.37681281 0.49295732 0.267405  ]
[0.45070341 0.46478761 0.44927664 0.45070341 0.17346637]
[0.45070341 0.43661899 0.44927664 0.4366202  0.12296021]
[0.4366202  0.45070438 0.44927664 0.45070341 0.18685398]
[0.45070341 0.46478761 0.46376808 0.47887197 0.2137007 ]
[0.47887197 0.56338101 0.49275317 0.5633798  0.36708111]
[0.5633798  0.56338101 0.53623192 0.52112588 0.10487964]
[0.53521124 0.53521024 0.50724683 0.50704268 0.11860574]
[0.49295732 0.49295838 0.46376808 0.46478876 0.09191374]
[0.47887197 0.46478761 0.46376808 0.46478876 0.0105518 ]
[0.52112588 0.54929562 0.53623192 0.53521124 0.32006173]
[0.53521124 0.521127   0.53623192 0.52112588 0.00407709]
[0.54929444 0.57746424 0.55072557 0.59154836 0.22747015]
[0.61971692 0.61971825 0.6231894  0.60563371 0.29996624]
[0.61971692 0.66197225 0.6231894  0.64788763 0.30383529]
[0.66197083 0.69014088 0.68115958 0.67605619 0.16643949]
[0.69013939 0.7183095  0.69565323 0.73239331 0.31038369]
[0.7183101  0.81690074 0.73913197 0.80281578 0.3722816 ]
[0.83098434 0.87324013 0.8405809  0.87323826 0.39538323]
[0.87323826 0.87324013 0.79710215 0.81690114 0.34910499]
[0.83098434 0.83098613 0.82608724 0.81690114 0.13862625]
[0.81690114 0.83098613 0.82608724 0.81690114 0.22286083]
[0.81690114 0.81690074 0.82608724 0.81690114 0.08296988]
[0.80281578 0.85915475 0.82608724 0.85915505 0.21762957]
[0.85915505 0.87324013 0.86956599 0.85915505 0.37813654]
[0.8450697  0.85915475 0.85507234 0.83098434 0.08398103]
[0.8450697  0.84507151 0.8405809  0.81690114 0.07012404]
[0.81690114 0.83098613 0.8405809  0.83098434 0.08284159]
[0.83098434 0.83098613 0.8405809  0.83098434 0.07384616]
[0.8450697  0.83098613 0.85507234 0.8450697  0.07683583]
[0.83098434 0.83098613 0.82608724 0.80281578 0.10090613]
[0.81690114 0.81690074 0.82608724 0.83098434 0.05953409]
[0.81690114 0.90140875 0.8405809  0.91549217 0.62595356]
[0.92957753 0.97183138 0.94202982 0.94366073 0.30049803]
[0.94366073 0.98591676 0.95652347 1.         0.20521366]
[1.         1.         1.         1.         0.29328479]
[1.         0.98591676 0.97101491 0.95774609 0.17896851]
[0.92957753 0.97183138 0.91304473 0.91549217 0.22896671]
[0.90140682 0.91549414 0.86956599 0.85915505 0.21928909]
[0.85915505 0.91549414 0.88405964 0.85915505 0.26621832]
[0.85915505 0.88732337 0.88405964 0.85915505 0.10929002]
[0.85915505 0.87324013 0.88405964 0.85915505 0.05922594]
[0.85915505 0.90140875 0.88405964 0.91549217 0.07842644]
[0.90140682 0.92957737 0.91304473 0.91549217 0.20999591]
[0.90140682 0.92957737 0.92753617 0.91549217 0.17184931]
[0.91549217 0.90140875 0.89855108 0.88732361 0.09420691]
[0.87323826 0.88732337 0.88405964 0.87323826 0.10674373]
[0.87323826 0.87324013 0.88405964 0.87323826 0.10497065]
[0.87323826 0.85915475 0.8405809  0.81690114 0.10373847]
[0.83098434 0.83098613 0.79710215 0.77464722 0.24757301]
[0.78873258 0.77464889 0.76811706 0.76056187 0.57800625]
