open,high,low,close,volume,ticker
0.15493030392902796,0.39436498640676376,0.14492766443018468,0.3239438133185466,0.0,TATASTEEL.NS
0.3239438133185466,0.30985912466016785,0.26087023825846245,0.3239438133185466,0.1549315796978524,TATASTEEL.NS
0.3098584587346842,0.3521131300974609,0.2753616778490837,0.33802701877904084,0.11803666910387672,TATASTEEL.NS
0.3239438133185466,0.3521131300974609,0.30434897987165144,0.36619772794677274,0.163873265654885,TATASTEEL.NS
0.36619772794677274,0.39436498640676376,0.3768128120867402,0.36619772794677274,0.15692656687541146,TATASTEEL.NS
0.38028093340726343,0.39436498640676376,0.3768128120867402,0.3943662879911294,0.15420171691118947,TATASTEEL.NS
0.40844949345162007,0.4225357561169538,0.34782551006417606,0.33802701877904084,0.2301915283040702,TATASTEEL.NS
0.3098584587346842,0.3521131300974609,0.2753616778490837,0.29577525327418996,0.08482227797803737,TATASTEEL.NS
0.3098584587346842,0.30985912466016785,0.2898553288603658,0.3239438133185466,0.11228488226195053,TATASTEEL.NS
0.3098584587346842,0.32394236038727087,0.3188404194622727,0.3098584587346842,0.12706330346125724,TATASTEEL.NS
0.3098584587346842,0.30985912466016785,0.26087023825846245,0.2535213386459674,0.08920535538986765,TATASTEEL.NS
0.281689898690324,0.28169050407796803,0.26087023825846245,0.2535213386459674,0.05508340329296406,TATASTEEL.NS
0.281689898690324,0.2676051192228748,0.21739149664527702,0.23943598406210143,0.10769853546357339,TATASTEEL.NS
0.22535277860161074,0.2253511137855817,0.21739149664527702,0.2112674240177448,0.06169160870166338,TATASTEEL.NS
0.22535277860161074,0.2253511137855817,0.20289784563399138,0.19718206943387884,0.04918122310960554,TATASTEEL.NS
0.2112674240177448,0.2253511137855817,0.20289784563399138,0.22535277860161074,0.07711407746687338,TATASTEEL.NS
0.22535277860161074,0.2112678780584787,0.17391275503208803,0.1690135093895222,0.07431511435744986,TATASTEEL.NS
0.19718206943387884,0.2253511137855817,0.17391275503208803,0.23943598406210143,0.09572297806554289,TATASTEEL.NS
0.23943598406210143,0.2253511137855817,0.20289784563399138,0.22535277860161074,0.04206809481108299,TATASTEEL.NS
0.22535277860161074,0.25351973436777797,0.2318851476565591,0.2535213386459674,0.03513526515819689,TATASTEEL.NS
0.2535213386459674,0.25351973436777797,0.2318851476565591,0.22535277860161074,0.05041210809423898,TATASTEEL.NS
0.22535277860161074,0.2112678780584787,0.20289784563399138,0.2112674240177448,0.06423399296921964,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.20289784563399138,0.2112674240177448,0.020763816142189754,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.20289784563399138,0.2112674240177448,0.02444390220012023,TATASTEEL.NS
0.2112674240177448,0.2253511137855817,0.20289784563399138,0.19718206943387884,0.05511590905840332,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.1884064060433701,0.19718206943387884,0.01976653925851315,TATASTEEL.NS
0.1830988639733846,0.19718249320338188,0.1884064060433701,0.2112674240177448,0.024556588853643008,TATASTEEL.NS
0.2112674240177448,0.2112678780584787,0.21739149664527702,0.2112674240177448,0.032802218020069496,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.20289784563399138,0.2112674240177448,0.015246937631837966,TATASTEEL.NS
0.19718206943387884,0.19718249320338188,0.20289784563399138,0.19718206943387884,0.016167934319283764,TATASTEEL.NS
0.19718206943387884,0.2253511137855817,0.20289784563399138,0.22535277860161074,0.05063271388902012,TATASTEEL.NS
0.23943598406210143,0.23943649864067496,0.24637658724718037,0.23943598406210143,0.025459815722648674,TATASTEEL.NS
0.2535213386459674,0.23943649864067496,0.24637658724718037,0.23943598406210143,0.029887534385682205,TATASTEEL.NS
0.23943598406210143,0.23943649864067496,0.2318851476565591,0.23943598406210143,0.025349729530361034,TATASTEEL.NS
0.22535277860161074,0.2253511137855817,0.21739149664527702,0.22535277860161074,0.07187588171888754,TATASTEEL.NS
0.22535277860161074,0.2112678780584787,0.21739149664527702,0.22535277860161074,0.02928379396892362,TATASTEEL.NS
0.2112674240177448,0.2112678780584787,0.21739149664527702,0.2112674240177448,0.025807410707745865,TATASTEEL.NS
0.22535277860161074,0.2253511137855817,0.21739149664527702,0.22535277860161074,0.03180060703433432,TATASTEEL.NS
0.23943598406210143,0.2253511137855817,0.2318851476565591,0.22535277860161074,0.022567236008760087,TATASTEEL.NS
0.22535277860161074,0.2253511137855817,0.21739149664527702,0.2112674240177448,0.01014656632931461,TATASTEEL.NS
0.2112674240177448,0.2112678780584787,0.21739149664527702,0.2112674240177448,0.019592741765964556,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.20289784563399138,0.2112674240177448,0.016787277503453196,TATASTEEL.NS
0.2112674240177448,0.19718249320338188,0.1884064060433701,0.1830988639733846,0.11069253316563248,TATASTEEL.NS
0.1690135093895222,0.16901387262118206,0.1304340134189026,0.12675959476129606,0.07974184354498343,TATASTEEL.NS
0.11267638930080537,0.09859124660168916,0.10144892281699569,0.09859103471693942,0.08072655153269018,TATASTEEL.NS
0.08450782925644518,0.09859124660168916,0.04347874161318899,0.11267638930080537,0.2766240638881316,TATASTEEL.NS
0.09859103471693942,0.09859124660168916,0.07246383221509234,0.09859103471693942,0.028107085260022285,TATASTEEL.NS
0.09859103471693942,0.08450586174659591,0.07246383221509234,0.07042247467258278,0.022306323064834266,TATASTEEL.NS
0.07042247467258278,0.0704226260194929,0.04347874161318899,0.08450782925644518,0.10061444564884325,TATASTEEL.NS
